case_number,date,year,month,day_of_week,hour,community_area_name,victimization_primary,incident_primary,gunshot_injury_i,age,sex,race,is_homicide_victim,is_nonfatal_shooting_victim,is_gun_violence_victim
HP346254,2008-05-20 12:50:00,2008,5,3,12,EDGEWATER,HOMICIDE,HOMICIDE,NO,40-49,F,BLK,1,0,1
HP171432,2008-02-12 09:45:00,2008,2,3,9,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HP200029,2008-02-29 01:54:00,2008,2,6,1,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HP215402,2008-03-09 04:05:00,2008,3,1,4,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP221144,2008-03-12 13:10:00,2008,3,4,13,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP228083,2008-03-16 09:39:00,2008,3,1,9,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP228369,2008-03-16 13:30:00,2008,3,1,13,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP252770,2008-03-31 00:29:00,2008,3,2,0,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP276601,2008-04-12 22:51:00,2008,4,7,22,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP302179,2008-04-26 13:56:00,2008,4,7,13,ENGLEWOOD,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HP340479,2008-05-17 20:53:00,2008,5,7,20,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP381653,2008-06-07 18:00:00,2008,6,7,18,ENGLEWOOD,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HP429814,2008-07-02 20:18:00,2008,7,4,20,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP469436,2008-07-23 10:30:00,2008,7,4,10,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP477033,2008-07-27 02:07:00,2008,7,1,2,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP497246,2008-08-06 14:01:00,2008,8,4,14,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP612847,2008-10-06 23:00:00,2008,10,2,23,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP683657,2008-11-14 20:43:00,2008,11,6,20,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP742628,2008-12-20 02:35:00,2008,12,7,2,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP744064,2008-12-20 23:14:00,2008,12,7,23,ENGLEWOOD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP449246,2008-07-13 00:05:00,2008,7,1,0,FULLER PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP278363,2008-04-14 07:20:00,2008,4,2,7,GAGE PARK,HOMICIDE,HOMICIDE,NO,0-19,M,WWH,1,0,1
HP288622,2008-04-19 11:18:00,2008,4,7,11,GAGE PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP575678,2008-09-16 21:01:00,2008,9,3,21,GAGE PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP591458,2008-09-24 22:24:00,2008,9,4,22,GAGE PARK,HOMICIDE,HOMICIDE,YES,40-49,M,WWH,1,0,1
HP622189,2008-10-11 22:35:00,2008,10,7,22,GAGE PARK,HOMICIDE,HOMICIDE,YES,0-19,M,WHI,1,0,1
HP693847,2008-11-20 19:41:00,2008,11,5,19,GAGE PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP715913,2008-12-04 09:40:00,2008,12,5,9,GAGE PARK,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HP387890,2008-06-11 01:37:00,2008,6,4,1,GARFIELD RIDGE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP411488,2008-06-23 13:39:00,2008,6,2,13,GARFIELD RIDGE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP558219,2008-09-07 21:55:00,2008,9,1,21,GARFIELD RIDGE,HOMICIDE,HOMICIDE,NO,80+,M,WHI,1,0,1
HP598690,2008-09-28 21:50:00,2008,9,1,21,GARFIELD RIDGE,HOMICIDE,HOMICIDE,YES,50-59,M,BLK,1,0,1
HP646253,2008-10-24 22:00:00,2008,10,6,22,GARFIELD RIDGE,HOMICIDE,HOMICIDE,NO,60-69,M,BLK,1,0,1
HP107012,2008-01-05 00:56:00,2008,1,7,0,GRAND BOULEVARD,HOMICIDE,HOMICIDE,YES,40-49,F,BLK,1,0,1
HP152072,2008-01-31 03:24:00,2008,1,5,3,GRAND BOULEVARD,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HP199812,2008-02-28 21:24:00,2008,2,5,21,GRAND BOULEVARD,HOMICIDE,HOMICIDE,NO,40-49,F,BLK,1,0,1
HP317300,2008-05-04 22:52:00,2008,5,1,22,GRAND BOULEVARD,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HP344056,2008-05-19 10:10:00,2008,5,2,10,GRAND BOULEVARD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP480643,2008-07-28 21:25:00,2008,7,2,21,GRAND BOULEVARD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP596227,2008-09-27 12:45:00,2008,9,7,12,GRAND BOULEVARD,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP688027,2008-11-17 15:43:00,2008,11,2,15,GRAND BOULEVARD,HOMICIDE,HOMICIDE,NO,30-39,F,BLK,1,0,1
HP753126,2008-12-27 16:15:00,2008,12,7,16,GRAND BOULEVARD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP135812,2008-01-21 18:00:00,2008,1,2,18,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,0-19,M,BLK,1,0,1
HP223982,2008-03-13 23:46:00,2008,3,5,23,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP261346,2008-04-04 14:00:00,2008,4,6,14,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,0-19,F,BLK,1,0,1
HP293129,2008-04-21 19:29:00,2008,4,2,19,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP296582,2008-04-23 18:15:00,2008,4,4,18,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP296582,2008-04-23 18:15:00,2008,4,4,18,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,F,BLK,1,0,1
HP296582,2008-04-23 18:15:00,2008,4,4,18,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP296582,2008-04-23 18:15:00,2008,4,4,18,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,F,BLK,1,0,1
HP296582,2008-04-23 18:15:00,2008,4,4,18,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP301501,2008-04-26 03:36:00,2008,4,7,3,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP329369,2008-05-11 06:25:00,2008,5,1,6,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HP332188,2008-05-12 21:05:00,2008,5,2,21,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP365850,2008-05-30 19:30:00,2008,5,6,19,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,30-39,M,API,1,0,1
HP370165,2008-06-02 04:19:00,2008,6,2,4,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP412159,2008-06-23 19:23:00,2008,6,2,19,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP431484,2008-07-03 18:35:00,2008,7,5,18,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,70-79,F,BLK,1,0,1
HP431726,2008-07-03 21:37:00,2008,7,5,21,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP431726,2008-07-03 21:37:00,2008,7,5,21,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP464973,2008-07-21 02:40:00,2008,7,2,2,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP483036,2008-07-30 02:21:00,2008,7,4,2,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP502469,2008-08-08 22:25:00,2008,8,6,22,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP503779,2008-08-09 14:28:00,2008,8,7,14,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,50-59,F,BLK,1,0,1
HP544373,2008-08-30 21:29:00,2008,8,7,21,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,50-59,M,BLK,1,0,1
HP555754,2008-09-06 00:58:00,2008,9,7,0,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP610824,2008-10-05 19:51:00,2008,10,1,19,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,0-19,M,BLK,1,0,1
HP610960,2008-10-05 22:02:00,2008,10,1,22,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,0-19,F,BLK,1,0,1
HP645416,2008-10-24 15:41:00,2008,10,6,15,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,50-59,F,BLK,1,0,1
HP645416,2008-10-24 15:41:00,2008,10,6,15,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP666254,2008-11-04 23:40:00,2008,11,3,23,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP668769,2008-11-06 12:15:00,2008,11,5,12,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,50-59,M,BLK,1,0,1
HP683635,2008-11-14 20:24:00,2008,11,6,20,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP747278,2008-12-23 11:15:00,2008,12,3,11,GREATER GRAND CROSSING,HOMICIDE,HOMICIDE,NO,0-19,F,BLK,1,0,1
HP665739,2008-11-04 17:15:00,2008,11,3,17,HEGEWISCH,HOMICIDE,HOMICIDE,YES,20-29,M,WHI,1,0,1
HP478965,2008-07-28 06:03:00,2008,7,2,6,HERMOSA,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HP478965,2008-07-28 06:03:00,2008,7,2,6,HERMOSA,HOMICIDE,HOMICIDE,YES,30-39,M,WHI,1,0,1
HP647382,2008-10-25 12:00:00,2008,10,7,12,HERMOSA,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP742605,2008-12-20 01:01:00,2008,12,7,1,HERMOSA,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP115617,2008-01-09 22:26:00,2008,1,4,22,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP143984,2008-01-26 10:44:00,2008,1,7,10,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP185418,2008-02-20 15:55:00,2008,2,4,15,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP227570,2008-03-15 21:00:00,2008,3,7,21,HUMBOLDT PARK,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HP249365,2008-03-28 21:55:00,2008,3,6,21,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP263775,2008-04-05 21:26:00,2008,4,7,21,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP292141,2008-04-21 12:15:00,2008,4,2,12,HUMBOLDT PARK,HOMICIDE,HOMICIDE,NO,30-39,F,WWH,1,0,1
HP295371,2008-04-22 22:30:00,2008,4,3,22,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP309231,2008-04-30 16:22:00,2008,4,4,16,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP319374,2008-05-06 00:11:00,2008,5,3,0,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP319374,2008-05-06 00:11:00,2008,5,3,0,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP366660,2008-05-31 05:24:00,2008,5,7,5,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HP397470,2008-06-15 22:23:00,2008,6,1,22,HUMBOLDT PARK,HOMICIDE,HOMICIDE,NO,50-59,M,BLK,1,0,1
HP408759,2008-06-21 22:09:00,2008,6,7,22,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP452962,2008-07-14 21:33:00,2008,7,2,21,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP487243,2008-08-01 04:20:00,2008,8,6,4,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP491424,2008-08-03 11:04:00,2008,8,1,11,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP506605,2008-08-11 10:05:00,2008,8,2,10,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP510137,2008-08-13 01:35:00,2008,8,4,1,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,40-49,M,WWH,1,0,1
HP510137,2008-08-13 01:35:00,2008,8,4,1,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,40-49,F,WHI,1,0,1
HP544719,2008-08-31 01:54:00,2008,8,1,1,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,0-19,F,WBH,1,0,1
HP583051,2008-09-20 15:32:00,2008,9,7,15,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,50-59,M,BLK,1,0,1
HP583580,2008-09-20 21:39:00,2008,9,7,21,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP591439,2008-09-24 22:23:00,2008,9,4,22,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP608157,2008-10-04 05:30:00,2008,10,7,5,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP631900,2008-10-17 00:13:00,2008,10,6,0,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP678375,2008-11-11 22:08:00,2008,11,3,22,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WHI,1,0,1
HP680297,2008-11-13 01:20:00,2008,11,5,1,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP686096,2008-11-16 10:45:00,2008,11,1,10,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP703211,2008-11-26 12:29:00,2008,11,4,12,HUMBOLDT PARK,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HP737737,2008-12-16 23:53:00,2008,12,3,23,HYDE PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP119657,2008-01-12 02:30:00,2008,1,7,2,IRVING PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP745393,2008-12-19 12:35:00,2008,12,6,12,IRVING PARK,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HP486628,2008-07-31 19:48:00,2008,7,5,19,JEFFERSON PARK,HOMICIDE,HOMICIDE,NO,50-59,F,API,1,0,1
HP223238,2008-03-13 14:51:00,2008,3,5,14,KENWOOD,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP492847,2008-08-04 05:05:00,2008,8,2,5,KENWOOD,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP628839,2008-10-15 16:10:00,2008,10,4,16,LAKE VIEW,HOMICIDE,HOMICIDE,NO,40-49,M,WHI,1,0,1
HP597364,2008-09-28 01:54:00,2008,9,1,1,LINCOLN SQUARE,HOMICIDE,HOMICIDE,NO,20-29,M,WHI,1,0,1
HP101233,2008-01-01 16:48:00,2008,1,3,16,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,40-49,F,WWH,1,0,1
HP101233,2008-01-01 16:48:00,2008,1,3,16,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP101233,2008-01-01 16:48:00,2008,1,3,16,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HP385633,2008-06-09 23:01:00,2008,6,2,23,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP394003,2008-06-14 01:30:00,2008,6,7,1,LOGAN SQUARE,HOMICIDE,HOMICIDE,NO,20-29,M,WHI,1,0,1
HP514045,2008-08-15 03:00:00,2008,8,6,3,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP598933,2008-09-29 03:35:00,2008,9,2,3,LOGAN SQUARE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP431895,2008-07-03 22:48:00,2008,7,5,22,LOOP,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP477071,2008-07-27 03:00:00,2008,7,1,3,LOOP,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HP353546,2008-05-24 05:00:00,2008,5,7,5,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP566190,2008-09-11 18:05:00,2008,9,5,18,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP620406,2008-10-10 23:28:00,2008,10,6,23,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP626520,2008-10-14 01:00:00,2008,10,3,1,LOWER WEST SIDE,HOMICIDE,HOMICIDE,NO,0-19,F,WHI,1,0,1
HP684209,2008-11-15 21:17:00,2008,11,7,21,LOWER WEST SIDE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP604461,2008-10-02 03:10:00,2008,10,5,3,MONTCLAIRE,HOMICIDE,HOMICIDE,NO,30-39,F,WWH,1,0,1
HP256095,2008-04-01 18:37:00,2008,4,3,18,MORGAN PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP395964,2008-06-15 02:13:00,2008,6,1,2,MORGAN PARK,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP452912,2008-07-14 21:05:00,2008,7,2,21,MORGAN PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP546044,2008-08-31 20:45:00,2008,8,1,20,MORGAN PARK,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP748372,2008-12-24 01:12:00,2008,12,4,1,MORGAN PARK,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP128191,2008-01-16 23:55:00,2008,1,4,23,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,NO,20-29,M,BLK,1,0,1
HP399288,2008-06-16 20:30:00,2008,6,2,20,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HP519634,2008-08-18 04:14:00,2008,8,2,4,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP550955,2008-09-03 13:41:00,2008,9,4,13,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP722027,2008-12-08 03:15:00,2008,12,2,3,NEAR NORTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP639473,2008-10-21 10:39:00,2008,10,3,10,NEAR SOUTH SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP212870,2008-03-07 15:03:00,2008,3,6,15,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP224087,2008-03-14 00:01:00,2008,3,6,0,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,40-49,M,WWH,1,0,1
HP327809,2008-05-10 10:58:00,2008,5,7,10,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP438942,2008-07-07 21:48:00,2008,7,2,21,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP496021,2008-08-05 19:58:00,2008,8,3,19,NEAR WEST SIDE,HOMICIDE,HOMICIDE,NO,70-79,M,BLK,1,0,1
HP620131,2008-10-10 20:32:00,2008,10,6,20,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,30-39,M,BLK,1,0,1
HP640471,2008-10-21 19:08:00,2008,10,3,19,NEAR WEST SIDE,HOMICIDE,HOMICIDE,NO,30-39,F,WWH,1,0,1
HP673625,2008-11-09 00:18:00,2008,11,1,0,NEAR WEST SIDE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP686218,2008-11-16 12:17:00,2008,11,1,12,NEAR WEST SIDE,HOMICIDE,HOMICIDE,NO,40-49,F,WHI,1,0,1
HP701127,2008-11-25 09:05:00,2008,11,3,9,NEAR WEST SIDE,HOMICIDE,HOMICIDE,NO,0-19,F,WHI,1,0,1
HP108859,2008-01-06 02:43:00,2008,1,1,2,NEW CITY,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HP191831,2008-02-24 08:46:00,2008,2,1,8,NEW CITY,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HP203158,2008-03-01 19:22:00,2008,3,7,19,NEW CITY,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP261585,2008-04-04 18:03:00,2008,4,6,18,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP315812,2008-05-03 23:20:00,2008,5,7,23,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP366393,2008-05-30 23:05:00,2008,5,6,23,NEW CITY,HOMICIDE,HOMICIDE,NO,20-29,M,WWH,1,0,1
HP381488,2008-06-07 18:25:00,2008,6,7,18,NEW CITY,HOMICIDE,HOMICIDE,NO,30-39,M,WWH,1,0,1
HP401103,2008-06-17 20:00:00,2008,6,3,20,NEW CITY,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP416611,2008-06-26 04:52:00,2008,6,5,4,NEW CITY,HOMICIDE,HOMICIDE,YES,30-39,M,WWH,1,0,1
HP464333,2008-07-20 17:30:00,2008,7,1,17,NEW CITY,HOMICIDE,HOMICIDE,NO,40-49,F,BLK,1,0,1
HP474909,2008-07-25 23:30:00,2008,7,6,23,NEW CITY,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP515928,2008-08-16 00:25:00,2008,8,7,0,NEW CITY,HOMICIDE,HOMICIDE,NO,20-29,M,WWH,1,0,1
HP519420,2008-08-17 23:27:00,2008,8,1,23,NEW CITY,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP575907,2008-09-16 22:25:00,2008,9,3,22,NEW CITY,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP652145,2008-10-28 11:30:00,2008,10,3,11,NEW CITY,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP428308,2008-07-02 05:42:00,2008,7,4,5,NORTH CENTER,HOMICIDE,HOMICIDE,YES,60-69,M,WHI,1,0,1
HP531695,2008-08-24 05:00:00,2008,8,1,5,NORTH CENTER,HOMICIDE,HOMICIDE,YES,70-79,M,WHI,1,0,1
HP117109,2008-01-10 18:31:00,2008,1,5,18,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HP118054,2008-01-10 22:00:00,2008,1,5,22,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP135869,2008-01-21 18:50:00,2008,1,2,18,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP214809,2008-03-08 17:54:00,2008,3,7,17,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP280143,2008-04-15 05:43:00,2008,4,3,5,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,30-39,M,BLK,1,0,1
HP437141,2008-07-07 01:02:00,2008,7,2,1,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP451899,2008-07-14 15:01:00,2008,7,2,15,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,WWH,1,0,1
HP489034,2008-08-02 00:50:00,2008,8,7,0,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,40-49,M,API,1,0,1
HP503507,2008-08-09 13:27:00,2008,8,7,13,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,40-49,M,BLK,1,0,1
HP587531,2008-09-22 23:37:00,2008,9,2,23,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP593571,2008-09-26 01:10:00,2008,9,6,1,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP596578,2008-09-27 03:00:00,2008,9,7,3,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,40-49,M,BLK,1,0,1
HP610516,2008-10-05 17:59:00,2008,10,1,17,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP645782,2008-10-24 15:41:00,2008,10,6,15,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,0-19,M,BLK,1,0,1
HP671699,2008-11-07 20:44:00,2008,11,6,20,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP676307,2008-11-10 18:10:00,2008,11,2,18,NORTH LAWNDALE,HOMICIDE,HOMICIDE,YES,20-29,M,BLK,1,0,1
HP684155,2008-11-15 02:20:00,2008,11,7,2,NORTH LAWNDALE,HOMICIDE,HOMICIDE,NO,20-29,M,WWH,1,0,1
HP196507,2008-02-26 21:30:00,2008,2,3,21,NORWOOD PARK,HOMICIDE,HOMICIDE,NO,40-49,M,WHI,1,0,1
HP282048,2008-04-15 23:55:00,2008,4,3,23,PORTAGE PARK,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
HP329147,2008-05-11 02:07:00,2008,5,1,2,RIVERDALE,HOMICIDE,HOMICIDE,YES,20-29,M,WWH,1,0,1
